weather,source,seed,k,method,R2,zero,within,gap,recovery,gain_a
nw,AU+US pooled,42,20,gain,0.9775230563159486,0.9371394503698877,0.9866293760775482,0.04948992570766053,0.8159964956223399,1.130832672709731
nw,AU+US pooled,42,20,tree,0.9365209187112927,0.9371394503698877,0.9866293760775482,0.04948992570766053,-0.012498132695705214,1.130832672709731
nw,AU+US pooled,42,20,mlp,0.9811686322296634,0.9371394503698877,0.9866293760775482,0.04948992570766053,0.8896594858488647,1.130832672709731
nw,AU+US pooled,42,40,gain,0.9785220858288867,0.9371394503698877,0.9866293760775482,0.04948992570766053,0.8361830184075908,1.122908928470787
nw,AU+US pooled,42,40,tree,0.9361917319238655,0.9371394503698877,0.9866293760775482,0.04948992570766053,-0.019149724564558254,1.122908928470787
nw,AU+US pooled,42,40,mlp,0.9835481989897399,0.9371394503698877,0.9866293760775482,0.04948992570766053,0.9377413272751919,1.122908928470787
nw,AU+US pooled,42,82,gain,0.9786559832302725,0.9371394503698877,0.9866293760775482,0.04948992570766053,0.8388885670515056,1.121468523153048
nw,AU+US pooled,42,82,tree,0.9374090600628044,0.9371394503698877,0.9866293760775482,0.04948992570766053,0.005447769198712915,1.121468523153048
nw,AU+US pooled,42,82,mlp,0.9832002671543909,0.9371394503698877,0.9866293760775482,0.04948992570766053,0.9307109704828977,1.121468523153048
nw,AU+US pooled,42,165,gain,0.9790802838713253,0.9371394503698877,0.9866293760775482,0.04948992570766053,0.8474620420564829,1.1149052913331479
nw,AU+US pooled,42,165,tree,0.939381500714198,0.9371394503698877,0.9866293760775482,0.04948992570766053,0.04530316649805168,1.1149052913331479
nw,AU+US pooled,42,165,mlp,0.9839645305180024,0.9371394503698877,0.9866293760775482,0.04948992570766053,0.9461537773306188,1.1149052913331479
nw,AU+US pooled,42,247,gain,0.9790355306418337,0.9371394503698877,0.9866293760775482,0.04948992570766053,0.8465577523681944,1.115900817426728
nw,AU+US pooled,42,247,tree,0.9385155648801149,0.9371394503698877,0.9866293760775482,0.04948992570766053,0.027805952232703084,1.115900817426728
nw,AU+US pooled,42,247,mlp,0.9874184110392983,0.9371394503698877,0.9866293760775482,0.04948992570766053,1.015943345043817,1.115900817426728
nw,AU+US pooled,1,5,gain,0.9805244526528366,0.9418023094700035,0.987861975008291,0.04605966553828744,0.8406952749286682,1.0973684933128014
nw,AU+US pooled,1,5,tree,0.9421247075804453,0.9418023094700035,0.987861975008291,0.04605966553828744,0.006999575586882465,1.0973684933128014
nw,AU+US pooled,1,5,mlp,0.9871920377964418,0.9418023094700035,0.987861975008291,0.04605966553828744,0.9854550135347321,1.0973684933128014
nw,AU+US pooled,1,10,gain,0.9809539452675464,0.9418023094700035,0.987861975008291,0.04605966553828744,0.8500199760460222,1.1022622715947537
nw,AU+US pooled,1,10,tree,0.9415725751216061,0.9418023094700035,0.987861975008291,0.04605966553828744,-0.0049877554626724455,1.1022622715947537
nw,AU+US pooled,1,10,mlp,0.9851734639659073,0.9418023094700035,0.987861975008291,0.04605966553828744,0.94162981838961,1.1022622715947537
nw,AU+US pooled,1,20,gain,0.9812864864437633,0.9418023094700035,0.987861975008291,0.04605966553828744,0.857239767425975,1.1083742459033195
nw,AU+US pooled,1,20,tree,0.9418913790964153,0.9418023094700035,0.987861975008291,0.04605966553828744,0.0019337879546197135,1.1083742459033195
nw,AU+US pooled,1,20,mlp,0.9887400991972314,0.9418023094700035,0.987861975008291,0.04605966553828744,1.0190649276037502,1.1083742459033195
nw,AU+US pooled,1,40,gain,0.9813892658832629,0.9418023094700035,0.987861975008291,0.04605966553828744,0.8594712087162775,1.1132284874064289
nw,AU+US pooled,1,40,tree,0.9422804243825311,0.9418023094700035,0.987861975008291,0.04605966553828744,0.010380338348964917,1.1132284874064289
nw,AU+US pooled,1,40,mlp,0.9876131906964596,0.9418023094700035,0.987861975008291,0.04605966553828744,0.9945986513596241,1.1132284874064289
nw,AU+US pooled,1,82,gain,0.9813835673009049,0.9418023094700035,0.987861975008291,0.04605966553828744,0.8593474869677281,1.1160313672291589
nw,AU+US pooled,1,82,tree,0.9424398408824821,0.9418023094700035,0.987861975008291,0.04605966553828744,0.01384142513906496,1.1160313672291589
nw,AU+US pooled,1,82,mlp,0.9860394655331919,0.9418023094700035,0.987861975008291,0.04605966553828744,0.9604315521226674,1.1160313672291589
nw,AU+US pooled,1,165,gain,0.9813717989282589,0.9418023094700035,0.987861975008291,0.04605966553828744,0.8590919841865309,1.1169212475777803
nw,AU+US pooled,1,165,tree,0.9436681467921811,0.9418023094700035,0.987861975008291,0.04605966553828744,0.04050913744969789,1.1169212475777803
nw,AU+US pooled,1,165,mlp,0.9854477939543236,0.9418023094700035,0.987861975008291,0.04605966553828744,0.9475857884386808,1.1169212475777803
nw,AU+US pooled,1,247,gain,0.9813797618370728,0.9418023094700035,0.987861975008291,0.04605966553828744,0.8592648666580127,1.1122275393789716
nw,AU+US pooled,1,247,tree,0.943111618219438,0.9418023094700035,0.987861975008291,0.04605966553828744,0.028426362504653777,1.1122275393789716
nw,AU+US pooled,1,247,mlp,0.9894867950508538,0.9418023094700035,0.987861975008291,0.04605966553828744,1.0352764186099477,1.1122275393789716
nw,AU+US pooled,2,5,gain,0.9826706613031227,0.9408025346740927,0.9896724038940162,0.048869869219923534,0.8567267990960988,1.1193915995419264
nw,AU+US pooled,2,5,tree,0.9406604528071791,0.9408025346740927,0.9896724038940162,0.048869869219923534,-0.00290735107708519,1.1193915995419264
nw,AU+US pooled,2,5,mlp,0.9605635826175918,0.9408025346740927,0.9896724038940162,0.048869869219923534,0.40436056529168685,1.1193915995419264
nw,AU+US pooled,2,10,gain,0.9825863119274093,0.9408025346740927,0.9896724038940162,0.048869869219923534,0.8550007994758859,1.1122975124309775
nw,AU+US pooled,2,10,tree,0.9406586130938297,0.9408025346740927,0.9896724038940162,0.048869869219923534,-0.0029449962228325524,1.1122975124309775
nw,AU+US pooled,2,10,mlp,0.9883146042688012,0.9408025346740927,0.9896724038940162,0.048869869219923534,0.9722160168036335,1.1122975124309775
nw,AU+US pooled,2,20,gain,0.9825676428529405,0.9408025346740927,0.9896724038940162,0.048869869219923534,0.8546187834245481,1.12386762285577
nw,AU+US pooled,2,20,tree,0.9414124051670348,0.9408025346740927,0.9896724038940162,0.048869869219923534,0.012479478719241356,1.12386762285577
nw,AU+US pooled,2,20,mlp,0.9847311133787651,0.9408025346740927,0.9896724038940162,0.048869869219923534,0.8988888123883771,1.12386762285577
nw,AU+US pooled,2,40,gain,0.9826777960501204,0.9408025346740927,0.9896724038940162,0.048869869219923534,0.8568727939004954,1.1174683488534896
nw,AU+US pooled,2,40,tree,0.9417243472274279,0.9408025346740927,0.9896724038940162,0.048869869219923534,0.018862595051910295,1.1174683488534896
nw,AU+US pooled,2,40,mlp,0.9859919652403331,0.9408025346740927,0.9896724038940162,0.048869869219923534,0.9246890013738218,1.1174683488534896
nw,AU+US pooled,2,82,gain,0.9823617146282464,0.9408025346740927,0.9896724038940162,0.048869869219923534,0.8504049758580207,1.1075735160139293
nw,AU+US pooled,2,82,tree,0.9405633898456514,0.9408025346740927,0.9896724038940162,0.048869869219923534,-0.004893502525352454,1.1075735160139293
nw,AU+US pooled,2,82,mlp,0.9868478345554377,0.9408025346740927,0.9896724038940162,0.048869869219923534,0.9422022325071617,1.1075735160139293
nw,AU+US pooled,2,165,gain,0.9824007643477095,0.9408025346740927,0.9896724038940162,0.048869869219923534,0.85120403098312,1.108226231987346
